label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83
A,0.839628756,0.679083049,0.800735354,0.577572107,0.726867735,0.479865074,0.679735959,0.40547806,0.652588606,0.34091121,0.738155127,0.517060995,0.623095691,0.54226321,0.634437501,0.548831284,0.66561377,0.54276824,0.737898886,0.604359448,0.612029016,0.61637038,0.616291702,0.609489143,0.646756768,0.600766182,0.734826446,0.683735907,0.608940899,0.684862196,0.611069977,0.669660985,0.64129436,0.65723443,0.729695082,0.752140105,0.632738769,0.741292596,0.632386029,0.722376525,0.657375157,0.709303379,0.323381394,0.567392707,0.383201838,0.451302946,0.488274455,0.384284288,0.583206058,0.346259296,0.641176939,0.30393815,0.510908306,0.408828259,0.621283531,0.442954808,0.595734775,0.458528161,0.554653287,0.456335187,0.507128835,0.507681906,0.61508435,0.527133286,0.591614127,0.53259784,0.556075573,0.531380594,0.500308871,0.603136659,0.599657834,0.6063779,0.574820757,0.602786541,0.542103171,0.598770261,0.493172348,0.685882449,0.569476604,0.665568233,0.544183612,0.659833908,0.518161476,0.662656426
A,0.841390193,0.676969111,0.802232206,0.574687302,0.72552371,0.469215393,0.678247869,0.389402956,0.65483439,0.319485009,0.749303937,0.497113287,0.627711535,0.525695503,0.642525673,0.531021535,0.674890757,0.525178075,0.75076282,0.583700776,0.617124856,0.597570062,0.633850098,0.591478884,0.672275782,0.587031186,0.747044325,0.663399458,0.61523807,0.662273705,0.62928921,0.65089643,0.664806068,0.644279122,0.738515317,0.734268188,0.636992455,0.721560836,0.646688402,0.70272404,0.675926149,0.691357911,0.323664457,0.56042254,0.379296213,0.44146508,0.480641782,0.373178482,0.575272977,0.336660802,0.636906147,0.29960382,0.500360906,0.397207737,0.61587733,0.419860363,0.591541171,0.431713462,0.550994456,0.433699191,0.498620182,0.497205853,0.612457037,0.500816226,0.590756595,0.502811849,0.554359138,0.506022394,0.494992793,0.591971159,0.599186897,0.580546677,0.57624346,0.574707985,0.543005347,0.573825657,0.49195078,0.672986627,0.572223783,0.64242506,0.547653913,0.635690808,0.521306992,0.641363919
A,0.838883519,0.684336603,0.802148819,0.582248449,0.727568746,0.475888461,0.675706744,0.394910216,0.650681973,0.322777718,0.744768441,0.506162643,0.624638498,0.525801182,0.635090232,0.538136482,0.664601624,0.539458692,0.744298398,0.591745615,0.608908117,0.599986374,0.622646213,0.601322711,0.658263326,0.599642515,0.739227176,0.671521306,0.608321607,0.665163398,0.626312077,0.660185337,0.664438307,0.657283366,0.730145812,0.743119478,0.630958021,0.727068305,0.641748786,0.711683452,0.670778751,0.702842891,0.315668643,0.562333047,0.364440262,0.442948759,0.465479791,0.370415092,0.563886642,0.332705826,0.629656672,0.308962584,0.484848231,0.387928575,0.603524029,0.400955319,0.577789783,0.419191062,0.535509527,0.426506162,0.486624658,0.486659884,0.602840483,0.488203615,0.578219056,0.495205432,0.54056251,0.499833524,0.485941797,0.582981348,0.591412663,0.570474386,0.565619171,0.569475472,0.530597627,0.569991052,0.48482421,0.665109932,0.567099988,0.637329221,0.541073799,0.633909106,0.512185991,0.640038311
A,0.83483851,0.694074273,0.798304737,0.587007761,0.730560601,0.478550047,0.680178165,0.395779312,0.647443414,0.321980536,0.743380845,0.512816787,0.630035102,0.529262304,0.621963084,0.538705587,0.640015006,0.546241403,0.74104917,0.596691191,0.612898886,0.604217231,0.603981435,0.60034579,0.62505573,0.598415673,0.734986424,0.67535305,0.609138131,0.671214938,0.605046988,0.659210145,0.629636586,0.650008142,0.725332856,0.7459023,0.62686491,0.735364079,0.620648444,0.713409483,0.637698233,0.694569707,0.311653525,0.572652102,0.358051151,0.448009789,0.455602765,0.37091127,0.545586884,0.325903416,0.6112656,0.289202094,0.481485367,0.39427948,0.601915181,0.404013962,0.573720217,0.409369588,0.530418873,0.413815379,0.483784407,0.492351741,0.601240158,0.485188246,0.575007677,0.483351022,0.537159383,0.490802258,0.483559132,0.585859656,0.590637624,0.566377103,0.562379122,0.560843766,0.525331676,0.565554082,0.482551306,0.666589022,0.56773442,0.633968353,0.54033494,0.630203784,0.508846879,0.640433192
A,0.822339535,0.611474812,0.788438737,0.505519152,0.715143681,0.411951542,0.652442336,0.344290406,0.614992857,0.274272233,0.714641571,0.455427706,0.609800935,0.452284634,0.622215748,0.451973259,0.653927326,0.449131638,0.70672673,0.535895407,0.595373094,0.515187025,0.614252388,0.510095179,0.650907278,0.515761912,0.699064732,0.608457923,0.5920434,0.578529418,0.613836646,0.568131506,0.650020778,0.57228142,0.692291737,0.671921909,0.601012707,0.642047465,0.613339424,0.623883486,0.639296591,0.621288717,0.324053943,0.551504612,0.373706251,0.436379313,0.467107207,0.364755452,0.552198529,0.320993543,0.602020323,0.271654367,0.507032275,0.406453609,0.597023726,0.435544014,0.568672776,0.439878464,0.531564772,0.434195638,0.509286463,0.498204023,0.58624202,0.507508457,0.564041674,0.505276501,0.532276392,0.505698264,0.507172048,0.584232926,0.571460605,0.577172935,0.550746441,0.572092533,0.522068441,0.572454512,0.504131377,0.658211887,0.559807599,0.63434571,0.538120985,0.628447533,0.514773488,0.632015705
A,0.818498552,0.616083562,0.783092856,0.513139844,0.706101239,0.421771795,0.640858829,0.354906261,0.602793217,0.285844088,0.714183748,0.463495046,0.6043787,0.465658188,0.611543953,0.461139381,0.638779521,0.456261277,0.706530273,0.545004845,0.589697003,0.528431833,0.607269466,0.520160675,0.644939899,0.524940014,0.69831872,0.618312657,0.586014867,0.591898203,0.606871843,0.578932047,0.643554509,0.581636369,0.689935982,0.682866573,0.596860707,0.654124916,0.608924747,0.634268284,0.634197772,0.630564868,0.316683888,0.565385044,0.365169555,0.445979744,0.456353068,0.375092626,0.539589286,0.333335698,0.590750813,0.284510493,0.501579821,0.422005534,0.595033288,0.440032721,0.563109517,0.441240489,0.522874296,0.441225648,0.504981697,0.514400959,0.586414397,0.513566256,0.561933815,0.507903039,0.528193951,0.511734903,0.501754224,0.598040283,0.5700441,0.583179653,0.548329115,0.575728714,0.51845932,0.578403831,0.49667877,0.667836726,0.5532372,0.639182925,0.532298386,0.632731497,0.509062588,0.637992501
A,0.818520784,0.649186313,0.785433769,0.541976273,0.70963794,0.448977202,0.645388484,0.381943852,0.608774126,0.314210355,0.722179651,0.501078963,0.608594477,0.492827356,0.621812999,0.484393626,0.655346632,0.481715113,0.713316619,0.587185204,0.590148926,0.560030997,0.607721925,0.544936836,0.646029174,0.55141753,0.702714264,0.660910547,0.585144043,0.626734734,0.606017768,0.606321871,0.643029153,0.608900249,0.692045748,0.722554445,0.597782016,0.687099218,0.610276341,0.664285243,0.635805845,0.662416339,0.299550414,0.587776303,0.355288476,0.464958429,0.452363282,0.395027876,0.540229261,0.351622194,0.592677057,0.299642563,0.498266757,0.447813958,0.590608656,0.47089535,0.561016202,0.4715572,0.52207464,0.467663646,0.499387413,0.543058693,0.580088973,0.546680152,0.557841957,0.539995432,0.523462355,0.539893389,0.494370729,0.629060388,0.562997818,0.618593097,0.543291807,0.608227134,0.511816978,0.606971085,0.487353384,0.699938774,0.541247845,0.671804905,0.520302236,0.662997246,0.495548517,0.666346014
A,0.819006622,0.655921698,0.784130633,0.552970946,0.707097173,0.459406585,0.64314419,0.394034028,0.60659039,0.326645464,0.717575908,0.514013231,0.605986774,0.508307815,0.619405448,0.502227664,0.653852224,0.499538392,0.711205184,0.599133134,0.587741971,0.574340999,0.607145667,0.563062787,0.648531675,0.570262909,0.703660727,0.672744989,0.58330965,0.644396782,0.604248822,0.62722218,0.643891335,0.629090726,0.695912838,0.736296415,0.598620832,0.708139539,0.608246505,0.686581612,0.634325624,0.681546628,0.29069382,0.594896317,0.344913274,0.474965334,0.442732692,0.404918849,0.533448339,0.363913596,0.588852108,0.314977348,0.484883875,0.461416155,0.586163998,0.477017611,0.555264354,0.475722313,0.513461351,0.473328441,0.485953748,0.555719495,0.575436711,0.553143442,0.552584171,0.545185864,0.516868055,0.54727,0.480665594,0.641983986,0.557659268,0.627276301,0.53652817,0.615754366,0.504499614,0.615724742,0.472881168,0.713891149,0.537877798,0.687555194,0.516038895,0.678088665,0.488895208,0.681847215
A,0.825473011,0.663196504,0.793432117,0.554154158,0.716317415,0.453676403,0.650252998,0.387192547,0.610790014,0.317506313,0.737056732,0.502873302,0.610168278,0.508074999,0.625326216,0.505285144,0.660511732,0.506106019,0.731420815,0.592782855,0.589673042,0.574204206,0.612586021,0.565406561,0.655955851,0.574780405,0.720122397,0.670737565,0.583339691,0.64375174,0.60958308,0.629716456,0.652528763,0.634692967,0.70710659,0.73947686,0.596596062,0.710880399,0.610765278,0.690932691,0.642160237,0.689337254,0.274500728,0.587858856,0.334513605,0.468975216,0.436612129,0.395600677,0.528503537,0.352248967,0.589358926,0.301464647,0.467850685,0.442121446,0.58469528,0.473622739,0.552948713,0.476783544,0.508061051,0.474091709,0.462032765,0.540311873,0.574051976,0.558611691,0.546819746,0.552227616,0.505510569,0.550728142,0.452066362,0.631199121,0.552875876,0.637849092,0.527695715,0.626041293,0.490659922,0.622462749,0.441154867,0.709690154,0.52680403,0.698311329,0.502669454,0.688030303,0.470061243,0.689098775
A,0.819984913,0.686163425,0.785643578,0.583000481,0.715756655,0.476300478,0.661760569,0.400319874,0.630589485,0.329323351,0.755496442,0.520759463,0.617809653,0.519454837,0.638779998,0.525295675,0.677580953,0.531530857,0.75085938,0.612040281,0.596720815,0.590863109,0.626677752,0.587785244,0.673058927,0.599446535,0.736507237,0.689602971,0.590749204,0.661049068,0.620950639,0.655970156,0.666392326,0.664381027,0.716097713,0.756857395,0.598317504,0.727253437,0.617749751,0.713290513,0.657271445,0.715844274,0.277536571,0.593204319,0.331079572,0.483488888,0.436596364,0.397882283,0.528648376,0.351022482,0.593975425,0.301493198,0.447710842,0.431691825,0.584887326,0.46802479,0.552568913,0.4735955,0.501556218,0.470230281,0.434853107,0.528969288,0.576907873,0.560671389,0.541716218,0.556616068,0.491511166,0.553590477,0.425532103,0.622773051,0.558650553,0.641258657,0.524011016,0.629833221,0.478550494,0.624725819,0.419915944,0.706970811,0.531240761,0.704158008,0.501564503,0.692318201,0.461504817,0.690543234
A,0.801736414,0.691290915,0.772723079,0.585431635,0.713469803,0.483794451,0.662421405,0.408203602,0.639395058,0.329137117,0.769174099,0.536107838,0.624199867,0.541038692,0.643675864,0.538296402,0.676491916,0.538266659,0.766576231,0.623763204,0.60361129,0.6097579,0.629216969,0.60153681,0.669528067,0.610909104,0.750644445,0.699395478,0.597572267,0.672305584,0.62018764,0.664640546,0.660813034,0.672338545,0.724938631,0.76397562,0.603813052,0.739845991,0.616356492,0.719107985,0.649573803,0.716073334,0.285831034,0.601887226,0.335724115,0.494780183,0.43945834,0.403707027,0.529440939,0.352420151,0.596583009,0.310779929,0.439407468,0.430924386,0.582658052,0.473882556,0.552358806,0.480031013,0.501166701,0.477698684,0.426572829,0.532354832,0.582197607,0.562772751,0.546386659,0.559561551,0.494845062,0.557045519,0.420112789,0.630150318,0.563186228,0.644595504,0.526276052,0.634501696,0.479920626,0.62897557,0.417488158,0.716645598,0.535271704,0.713100195,0.505123973,0.701610744,0.462976754,0.699717045
A,0.29911679,0.63456279,0.34788546,0.531400323,0.447719395,0.431844771,0.529695988,0.371881485,0.592183709,0.318858683,0.416141778,0.466088504,0.572139144,0.485062063,0.542476952,0.504254639,0.488969833,0.509618878,0.40314424,0.566259205,0.579787612,0.57095778,0.542829096,0.577203155,0.48594138,0.581870794,0.400894493,0.662413776,0.562438011,0.658156157,0.52246213,0.654484034,0.471868455,0.655220509,0.403549075,0.74925828,0.533202827,0.736940622,0.503937781,0.724373102,0.458998948,0.72322154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.300151706,0.680711567,0.34911567,0.582624853,0.438642979,0.471565008,0.506733656,0.393773764,0.560174227,0.325179636,0.382338554,0.509711564,0.540218651,0.514065027,0.519877851,0.537944257,0.468915552,0.541908681,0.370553911,0.61318177,0.554258227,0.59867692,0.518947542,0.611516714,0.461652398,0.620513856,0.375388265,0.709130764,0.544507921,0.690360606,0.50562042,0.692720473,0.452162653,0.699037194,0.387382746,0.792409956,0.520826638,0.772032142,0.49199307,0.760152936,0.442471027,0.760289133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.780136764,0.651971638,0.745847046,0.546990812,0.682526886,0.441946745,0.626779854,0.369052649,0.597186923,0.294364363,0.735571325,0.494319797,0.592607796,0.499072015,0.607597411,0.508548439,0.639655471,0.512652159,0.737932742,0.584277868,0.578705668,0.576698184,0.600553334,0.573496997,0.641782284,0.581185937,0.727449417,0.662764132,0.573344529,0.641739964,0.595031977,0.637212634,0.636382818,0.641976655,0.706232011,0.731387556,0.586656392,0.716225266,0.599394977,0.695851445,0.633277237,0.687845945,0.272346318,0.585077047,0.319061756,0.484053999,0.413408816,0.379196018,0.487338662,0.312641859,0.546082199,0.257607162,0.396283567,0.403848439,0.545669198,0.423455626,0.518460035,0.435138166,0.465585381,0.436236262,0.384523332,0.504338086,0.557909608,0.510120332,0.521819949,0.513043463,0.466985822,0.515423775,0.382837087,0.600781083,0.543449461,0.600162208,0.505040228,0.592145443,0.454529792,0.588067055,0.385461211,0.686462998,0.516032338,0.673244953,0.489202678,0.65808481,0.444131613,0.652709544
A,0.274123043,0.576951385,0.3187235,0.476749361,0.409854531,0.369989157,0.481970131,0.303536803,0.539294183,0.252585411,0.391352743,0.393249154,0.539694607,0.413051426,0.515582979,0.427826703,0.463688493,0.428550363,0.379739732,0.494256347,0.552259922,0.501334548,0.520036161,0.506202102,0.464946002,0.507421434,0.378616691,0.591301322,0.538572073,0.588438809,0.504035175,0.584039748,0.452872574,0.581207097,0.38258779,0.676736593,0.51535666,0.66344738,0.49318561,0.647893906,0.448708236,0.641576827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.273512185,0.584340274,0.317941546,0.480275363,0.407353699,0.377452761,0.475205898,0.313601673,0.530484498,0.259113193,0.380702853,0.421875238,0.538910568,0.437998414,0.514062524,0.445294797,0.464187294,0.444636971,0.368986368,0.526821434,0.549645603,0.527655661,0.517474353,0.520580292,0.459742576,0.518954635,0.368634224,0.620616794,0.534667611,0.610689819,0.499540746,0.595428288,0.446682721,0.593181491,0.37398541,0.699641526,0.507766008,0.681491375,0.48703903,0.660218298,0.441482574,0.657187641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.82946831,0.661616802,0.791617811,0.542702436,0.723953485,0.412620604,0.660319984,0.328432858,0.619856477,0.243201762,0.761684477,0.463071942,0.599514961,0.471164316,0.618238568,0.482797086,0.660765171,0.488369614,0.761281848,0.560729921,0.583209634,0.551273525,0.607100666,0.554875314,0.656951249,0.565305054,0.750715375,0.649762928,0.583983004,0.629840195,0.608931243,0.631614447,0.657272577,0.637805939,0.72947973,0.730085313,0.601199746,0.702353477,0.621522665,0.689900517,0.663571715,0.692357898,0.223934963,0.600969017,0.282028943,0.491783857,0.392809987,0.383911788,0.477070838,0.314988375,0.54457128,0.24842447,0.381290734,0.402582854,0.553474486,0.457116306,0.527811527,0.475379586,0.472076416,0.471155107,0.359149039,0.506555974,0.549746633,0.545914233,0.509395838,0.549166203,0.446838558,0.544183493,0.346747637,0.611102879,0.523464024,0.636838198,0.47913456,0.627052426,0.421893924,0.616842628,0.34113574,0.708343148,0.484814763,0.714387178,0.452242285,0.697615504,0.399168104,0.68711859
